user,peak_risk,mean_risk,last_risk,total_days,days_flagged,days_high,peak_day,is_insider,primary_dim,intervention_level,max_projected_risk
REG2171,1.577,0.9426,0.9106,356,0,0,158.0,0,AUTONOMOUS,1.0,1.7478
REJ2666,5.807,3.0202,3.046,368,1,0,16.0,0,COMPLIANT,1.0,8.7616
REK1037,3.9562,1.4674,1.3619,356,0,0,300.0,0,COMPLIANT,1.0,5.1011
REL3735,3.3142,1.4161,1.364,356,0,0,402.0,0,COMPLIANT,1.0,4.5696
REM0580,5.188,2.0896,4.1548,381,0,0,100.0,0,AUTONOMOUS,1.0,7.5376
RFB2959,4.065,1.5142,1.7864,356,0,0,105.0,0,AUTONOMOUS,1.0,5.555
RFJ2193,1.6442,0.8981,0.9014,356,0,0,230.0,0,RISK_TAKER,1.0,1.7815
RFS1633,1.3452,0.8051,0.8924,356,0,0,31.0,0,AUTONOMOUS,1.0,1.8541
RFS2923,1.5829,0.9047,1.0563,356,0,0,125.0,0,AUTONOMOUS,1.0,1.6157
RGB0263,2.4773,1.2024,0.8351,356,0,0,224.0,0,CAREFULL,1.0,2.9522
RGB0901,1.174,1.0494,1.0602,356,0,0,175.0,0,RISK_TAKER,1.0,1.4652
RGB1346,2.0043,0.8003,0.9762,356,0,0,277.0,0,CAREFULL,1.0,2.4115
RGB1581,3.4848,1.7047,1.5416,356,0,0,207.0,0,AUTONOMOUS,1.0,7.1381
RGB1869,1.5126,0.771,0.8949,356,0,0,462.0,0,AUTONOMOUS,1.0,2.0454
RGM3111,2.4137,1.1823,1.4198,356,0,0,474.0,0,AUTONOMOUS,1.0,2.908
RGP0451,2.7189,1.483,1.6045,356,0,0,427.0,0,RISK_TAKER,1.0,3.4356
RGR0706,1.6541,0.9089,0.9308,356,0,0,192.0,0,RISK_TAKER,1.0,2.3772
RHA3613,1.782,0.9254,1.6993,356,0,0,468.0,0,AUTONOMOUS,1.0,2.404
RHB1721,2.845,1.2862,0.9693,356,0,0,404.0,0,SOCIAL,1.0,4.4872
RHD0787,2.8984,1.0595,1.0297,356,0,0,375.0,0,CAREFULL,1.0,3.1478
RHF0046,4.4458,2.6697,2.9412,356,0,0,116.0,0,RISK_TAKER,1.0,6.3128
RHG1647,3.3817,1.2918,1.1272,356,0,0,172.0,0,RISK_TAKER,1.0,4.2046
RHL0268,2.4425,1.1967,1.4533,356,0,0,280.0,0,RISK_TAKER,1.0,3.2865
RHM3909,1.4271,1.0116,0.9737,356,0,0,31.0,0,AUTONOMOUS,1.0,1.6362
RHO0678,3.6961,1.2932,1.171,467,0,0,338.0,0,COMPLIANT,1.0,5.8177
RHR2835,2.5158,1.3379,1.7238,377,0,0,491.0,0,RISK_TAKER,1.0,3.7795
RIB1582,2.9923,1.1297,1.1785,356,0,0,110.0,0,SOCIAL,1.0,4.0237
RIE2876,3.0711,1.3784,1.639,356,0,0,354.0,0,AUTONOMOUS,1.0,3.7924
RIJ2470,2.4704,1.0946,1.1169,356,0,0,266.0,0,AUTONOMOUS,1.0,2.8688
RIK1631,1.5704,0.8408,0.7868,356,0,0,291.0,0,CAREFULL,1.0,1.783
RIS2436,3.5548,2.1896,2.4463,356,0,0,305.0,0,AUTONOMOUS,1.0,5.9151
RJA0402,2.4598,1.2003,1.0392,360,0,0,36.0,0,COMPLIANT,1.0,3.9505
RJB1151,1.4808,0.8924,0.8219,356,0,0,45.0,0,CAREFULL,1.0,1.9392
RJB1424,2.0983,0.8697,0.9137,356,0,0,427.0,0,AUTONOMOUS,1.0,2.512
RJB2622,2.1245,0.8971,0.8366,356,0,0,502.0,0,SOCIAL,1.0,2.5908
RJD2647,1.6506,1.0018,0.9877,356,0,0,410.0,0,CAREFULL,1.0,2.0085
RJF3299,4.2391,2.098,2.3179,356,0,0,474.0,0,SOCIAL,1.0,4.815
RJF3634,1.8699,1.0039,0.992,270,0,0,21.0,0,COMPLIANT,1.0,2.4019
RJG2239,2.6786,1.2627,1.1098,356,0,0,292.0,0,COMPLIANT,1.0,3.7623
RJG3325,2.4868,1.188,1.0096,356,0,0,186.0,0,RISK_TAKER,1.0,3.9958
RJH0219,3.8904,1.4692,1.3178,418,0,0,323.0,0,RISK_TAKER,1.0,5.8755
RJH3796,3.0713,1.3029,1.1743,356,0,0,280.0,0,SOCIAL,1.0,3.6488
RJM0343,1.6959,0.81,0.9471,356,0,0,220.0,0,COMPLIANT,1.0,2.2575
RJM3227,1.9946,0.782,0.6344,356,0,0,437.0,0,SOCIAL,1.0,2.8236
RJM3957,2.4207,1.1314,0.8939,356,0,0,325.0,0,AUTONOMOUS,1.0,4.4111
RJO1791,2.1284,0.8357,0.6621,356,0,0,342.0,0,AUTONOMOUS,1.0,3.3525
RJP1091,1.8718,0.8459,0.7429,356,0,0,109.0,0,SOCIAL,1.0,2.2311
RJS0846,1.9789,0.9813,0.9184,356,0,0,46.0,0,COMPLIANT,1.0,2.1782
RJS3256,1.5483,1.0726,1.0338,137,0,0,166.0,0,CAREFULL,1.0,1.5509
RJS3479,1.9805,0.9172,0.8343,356,0,0,217.0,0,COMPLIANT,1.0,2.485
RJW1440,1.8195,0.8018,0.551,356,0,0,87.0,0,AUTONOMOUS,1.0,2.7397
RJW2318,2.566,1.2957,1.6547,356,0,0,406.0,0,CAREFULL,1.0,2.9327
RKA2561,1.7654,0.8384,0.7733,356,0,0,342.0,0,SOCIAL,1.0,2.5283
RKE1589,3.6867,1.5911,1.8085,356,0,0,503.0,0,SOCIAL,1.0,3.737
RKG2587,2.6322,1.1314,1.1735,356,0,0,234.0,0,AUTONOMOUS,1.0,3.4677
RKH1569,2.4522,1.0028,1.1044,356,0,0,327.0,0,CAREFULL,1.0,2.5043
RKH1801,2.3683,0.8584,0.679,356,0,0,173.0,0,AUTONOMOUS,1.0,2.9655
RKH2877,3.7211,1.4002,1.2737,363,0,0,16.0,0,CAREFULL,1.0,4.4618
RKH3803,1.7344,1.0727,1.0144,356,0,0,138.0,0,AUTONOMOUS,1.0,1.9238
RKJ3379,2.2346,1.0097,2.0373,299,0,0,202.0,0,SOCIAL,1.0,2.9429
RKL2682,2.1744,0.9652,0.8449,356,0,0,259.0,0,AUTONOMOUS,1.0,2.2641
RKM3650,2.3933,1.2053,1.3133,356,0,0,511.0,0,COMPLIANT,1.0,2.8393
RKW1754,1.951,0.9897,0.8975,356,0,0,493.0,0,AUTONOMOUS,1.0,2.7714
RLB1334,4.9007,1.6885,1.5517,356,0,0,234.0,0,SOCIAL,1.0,9.064
RLH0358,3.0912,1.103,1.0765,256,0,0,370.0,0,AUTONOMOUS,1.0,3.9161
RLH1548,1.6292,0.9816,0.9914,356,0,0,81.0,0,RISK_TAKER,1.0,1.9705
RLK3490,2.6447,1.2055,0.8197,356,0,0,172.0,0,RISK_TAKER,1.0,3.8342
RLP3268,4.3752,1.6094,1.7282,402,0,0,8.0,0,COMPLIANT,1.0,7.3544
RLR0365,2.0649,0.8422,0.9027,356,0,0,413.0,0,AUTONOMOUS,1.0,2.5506
RLS0761,2.085,0.8473,0.7917,356,0,0,507.0,0,CAREFULL,1.0,3.2628
RLS1738,3.0238,1.3701,1.2877,356,0,0,101.0,0,RISK_TAKER,1.0,4.4816
RMB0885,1.3999,1.2193,1.1935,356,0,0,320.0,0,SOCIAL,1.0,1.6053
RMB2275,2.7886,1.1957,1.1123,356,0,0,269.0,0,RISK_TAKER,1.0,4.432
RMC2177,1.0655,0.927,0.8965,356,0,0,321.0,0,RISK_TAKER,1.0,1.3784
RMD0792,3.6409,1.7858,2.1222,356,0,0,371.0,0,AUTONOMOUS,1.0,5.6294
RME0448,3.637,1.3921,1.166,356,0,0,152.0,0,SOCIAL,1.0,4.0845
RME2477,2.1588,1.0905,1.2992,356,0,0,382.0,0,CAREFULL,1.0,2.374
RML2759,2.3633,1.0773,0.8408,356,0,0,229.0,0,AUTONOMOUS,1.0,3.0023
RML2789,1.778,0.8602,0.8027,356,0,0,404.0,0,COMPLIANT,1.0,1.8956
RMN1355,1.5074,0.7507,0.7649,356,0,0,446.0,0,AUTONOMOUS,1.0,1.8366
RMO2439,3.689,2.1678,2.0692,356,0,0,256.0,0,CAREFULL,1.0,5.9006
RMP3510,2.0855,0.906,0.962,257,0,0,203.0,0,AUTONOMOUS,1.0,1.9316
RMR0341,1.3276,0.906,0.9412,356,0,0,95.0,0,RISK_TAKER,1.0,1.4775
RMR2694,2.4419,1.1654,1.0665,356,0,0,361.0,0,RISK_TAKER,1.0,3.3314
RNB0519,1.909,0.7088,0.8011,356,0,0,251.0,0,AUTONOMOUS,1.0,1.9521
RNB2679,1.4669,0.8871,0.7855,45,0,0,19.0,0,RISK_TAKER,1.0,1.7892
RNC3417,2.7321,1.2455,2.4583,322,0,0,158.0,0,COMPLIANT,1.0,3.6004
RND1473,1.584,0.7418,0.7089,356,0,0,61.0,0,CAREFULL,1.0,1.5424
RNM0466,4.1028,2.4717,2.9632,356,0,0,301.0,0,RISK_TAKER,1.0,5.7941
ROA3171,3.121,1.5592,1.9953,191,0,0,17.0,0,AUTONOMOUS,1.0,3.9131
ROB2744,2.2628,1.1182,0.989,356,0,0,447.0,0,CAREFULL,1.0,2.8312
ROH1347,4.0722,2.4697,2.7009,356,0,0,336.0,0,AUTONOMOUS,1.0,5.2224
ROH3778,3.704,1.7569,2.1009,356,0,0,433.0,0,CAREFULL,1.0,7.0626
ROR3483,5.4382,2.6319,2.0423,500,0,0,99.0,0,SOCIAL,1.0,8.3998
ROR3967,2.3004,0.9778,1.0262,356,0,0,13.0,0,AUTONOMOUS,1.0,2.4558
ROS2030,2.318,0.7608,0.8083,356,0,0,343.0,0,AUTONOMOUS,1.0,3.5781
RPB0029,4.6299,1.8465,1.0721,504,0,0,29.0,0,RISK_TAKER,1.0,6.9876
RPC0205,2.5344,1.204,0.8234,364,0,0,223.0,0,RISK_TAKER,1.0,5.4398
RPF2614,2.0072,0.9201,0.9943,356,0,0,454.0,0,SOCIAL,1.0,2.5186
RPG0403,2.418,1.1487,0.8817,356,0,0,285.0,0,CAREFULL,1.0,4.4595
RPH2326,4.0105,2.4473,2.1356,356,0,0,174.0,0,AUTONOMOUS,1.0,4.8152
RPL2640,1.4367,0.7407,0.6389,356,0,0,462.0,0,COMPLIANT,1.0,1.8465
RPS3617,5.2698,3.4363,3.4029,358,0,0,208.0,0,AUTONOMOUS,1.0,5.8566
RPW0026,1.092,0.7486,0.6394,38,0,0,32.0,0,AUTONOMOUS,1.0,1.2583
RPW2445,1.715,0.7922,0.5797,356,0,0,468.0,0,RISK_TAKER,1.0,3.133
RQN2039,3.3822,1.4803,1.6524,356,0,0,479.0,0,CAREFULL,1.0,5.2202
RQR3924,1.2666,1.1442,1.1137,119,0,0,143.0,0,AUTONOMOUS,1.0,1.3763
RRA0643,2.5674,0.8979,0.7273,356,0,0,223.0,0,AUTONOMOUS,1.0,3.3942
RRD2697,2.3954,1.537,1.4427,356,0,0,510.0,0,AUTONOMOUS,1.0,3.3243
RRH0638,1.8204,1.1349,0.8554,40,0,0,17.0,0,RISK_TAKER,1.0,2.0647
RRH3057,4.0042,1.7691,1.9383,364,0,0,504.0,0,AUTONOMOUS,1.0,6.3663
RRM2175,1.4349,0.9628,0.9251,356,0,0,424.0,0,COMPLIANT,1.0,1.5225
RRM3789,3.178,1.4502,0.9767,356,0,0,419.0,0,AUTONOMOUS,1.0,4.0176
RRS2359,3.2702,1.5524,1.0286,356,0,0,348.0,0,COMPLIANT,1.0,4.4821
RRT1417,2.2683,1.0374,0.9775,356,0,0,479.0,0,RISK_TAKER,1.0,3.5743
RSA2941,2.0639,1.2061,1.3521,61,0,0,68.0,0,AUTONOMOUS,1.0,2.314
RSE2181,1.8493,1.1926,1.1302,356,0,0,167.0,0,SOCIAL,1.0,1.9346
RSE2382,3.6529,1.4828,1.4097,356,0,0,430.0,0,AUTONOMOUS,1.0,5.8979
RSG0687,3.7942,2.3159,2.8187,356,0,0,447.0,0,SOCIAL,1.0,4.5657
RSG2931,1.0656,0.8758,0.8589,356,0,0,473.0,0,SOCIAL,1.0,1.3307
RSJ0891,1.4966,1.0261,1.142,356,0,0,306.0,0,RISK_TAKER,1.0,2.2541
RSM1089,1.4837,0.7299,0.6548,356,0,0,420.0,0,COMPLIANT,1.0,1.7851
RSM3742,1.8725,0.8515,0.8067,356,0,0,406.0,0,SOCIAL,1.0,1.8484
RSR2681,4.0318,1.794,3.4457,356,0,0,508.0,0,CAREFULL,1.0,8.0339
RSS0875,2.7702,1.3815,1.4015,356,0,0,49.0,0,CAREFULL,1.0,3.8525
RSS3182,4.9967,3.1802,3.8837,191,0,0,223.0,0,AUTONOMOUS,1.0,6.2886
RSV2438,4.2316,2.6689,2.7409,356,0,0,237.0,0,AUTONOMOUS,1.0,7.924
RSV3166,3.6973,2.095,2.3907,191,0,0,63.0,0,RISK_TAKER,1.0,5.1697
RSW3232,2.0951,0.9673,1.7563,356,0,0,131.0,0,RISK_TAKER,1.0,2.4546
RTA1201,1.2297,0.71,0.8089,79,0,0,67.0,0,AUTONOMOUS,1.0,1.3646
RTD0762,1.5199,0.7091,0.713,356,0,0,101.0,0,AUTONOMOUS,1.0,2.1322
RTM0849,2.0437,1.0861,1.5719,356,0,0,26.0,0,AUTONOMOUS,1.0,2.2127
RTN3680,4.3051,1.735,1.3548,356,0,0,82.0,0,AUTONOMOUS,1.0,5.3753
RTP0754,5.3157,1.5862,2.2402,399,0,0,506.0,0,RISK_TAKER,1.0,7.6365
RTS2009,5.93,1.8887,2.5998,458,2,0,324.0,0,RISK_TAKER,1.0,8.3917
RTW2758,1.7163,0.9538,0.8915,356,0,0,406.0,0,AUTONOMOUS,1.0,1.922
RUB1156,3.9408,1.3329,0.9627,356,0,0,313.0,0,SOCIAL,1.0,4.7288
RUC1198,2.0707,0.9856,1.1049,356,0,0,46.0,0,AUTONOMOUS,1.0,3.8592
RVB0303,4.5909,2.7142,2.8327,356,0,0,62.0,0,SOCIAL,1.0,8.4879
RVH0535,3.1063,1.6181,0.8586,356,0,0,285.0,0,RISK_TAKER,1.0,4.5444
RVL1688,1.6918,0.9818,0.9167,356,0,0,171.0,0,AUTONOMOUS,1.0,2.8212
RVR0095,2.9352,1.7043,1.403,356,0,0,18.0,0,CAREFULL,1.0,3.5811
RVV0317,4.5987,1.6103,0.6706,450,0,0,99.0,0,RISK_TAKER,1.0,6.8961
RWH3312,2.7647,1.1891,1.7639,356,0,0,437.0,0,COMPLIANT,1.0,3.5239
RWN1705,3.363,1.104,0.9163,369,0,0,443.0,0,CAREFULL,1.0,5.0081
RWS3699,4.9377,2.3451,1.6946,446,0,0,253.0,0,AUTONOMOUS,1.0,7.418
RXG1504,1.6043,0.8402,0.8067,356,0,0,84.0,0,COMPLIANT,1.0,1.6499
RXN2265,4.0035,1.9529,1.7014,356,0,0,451.0,0,RISK_TAKER,1.0,5.663
SAB0817,2.8644,1.3592,1.41,356,0,0,482.0,0,SOCIAL,1.0,3.8293
SAB1954,5.8532,2.0773,1.2525,432,1,0,443.0,0,AUTONOMOUS,1.0,8.4437
SAB2761,1.3468,0.8225,0.8728,356,0,0,304.0,0,AUTONOMOUS,1.0,1.939
SAB3286,2.5348,1.2787,1.0237,356,0,0,279.0,0,RISK_TAKER,1.0,3.0222
SAB3860,4.3953,1.3932,1.1882,405,0,0,316.0,0,SOCIAL,1.0,6.4112
SAC0374,2.4881,1.0977,1.6125,147,0,0,31.0,0,AUTONOMOUS,1.0,4.1506
SAC3963,1.531,0.9608,0.9314,356,0,0,229.0,0,SOCIAL,1.0,1.9149
SAD3259,4.1965,1.5417,0.9084,411,0,0,64.0,0,AUTONOMOUS,1.0,6.3209
SAH2292,1.355,0.8777,0.9848,356,0,0,140.0,0,AUTONOMOUS,1.0,1.3407
SAL2493,2.7946,1.1144,1.0145,356,0,0,458.0,0,RISK_TAKER,1.0,4.4803
SAM2567,2.3873,0.9452,0.7087,356,0,0,143.0,0,RISK_TAKER,1.0,3.4597
SAM3782,2.9805,1.4078,1.1356,356,0,0,466.0,0,AUTONOMOUS,1.0,3.4502
SAM3855,6.7661,3.171,4.4536,432,24,0,37.0,0,CAREFULL,1.0,11.6531
SAM3862,2.698,1.0777,2.177,356,0,0,412.0,0,AUTONOMOUS,1.0,3.3096
SAP1888,2.0485,0.8946,0.6925,356,0,0,403.0,0,RISK_TAKER,1.0,2.5082
SAP2173,1.6464,1.2714,1.2671,356,0,0,361.0,0,RISK_TAKER,1.0,1.9116
SAP3390,2.9267,1.5415,0.9841,356,0,0,439.0,0,RISK_TAKER,1.0,4.0805
SAR1883,1.1929,0.984,1.0608,356,0,0,70.0,0,AUTONOMOUS,1.0,1.2949
SAR2066,4.5745,1.8477,1.6513,480,0,0,415.0,0,RISK_TAKER,1.0,6.3691
SAS1098,1.7164,0.8554,0.872,356,0,0,140.0,0,RISK_TAKER,1.0,2.0743
SAT3766,2.4941,1.0819,0.8904,356,0,0,77.0,0,SOCIAL,1.0,3.0747
SAV3457,1.7775,0.9113,0.8938,356,0,0,342.0,0,RISK_TAKER,1.0,1.8779
SBD1557,2.3039,0.9868,1.3726,356,0,0,292.0,0,SOCIAL,1.0,2.5164
SBG3983,2.2836,1.0473,0.8477,362,0,0,64.0,0,COMPLIANT,1.0,3.5666
SBH3683,1.8461,1.1249,1.2165,356,0,0,48.0,0,AUTONOMOUS,1.0,2.2465
SBJ3628,0.9571,0.7906,0.7845,356,0,0,182.0,0,COMPLIANT,1.0,1.1162
SBK3515,1.4629,0.8981,0.967,356,0,0,391.0,0,RISK_TAKER,1.0,2.5536
SBM2719,2.1514,1.1102,1.0423,356,0,0,466.0,0,COMPLIANT,1.0,3.0677
SBO3115,1.7329,0.9491,0.9343,356,0,0,89.0,0,COMPLIANT,1.0,1.9843
SBS1606,3.2138,1.2267,0.8572,356,0,0,368.0,0,SOCIAL,1.0,3.8572
SBT2281,3.3069,1.2532,1.7084,356,0,0,354.0,0,RISK_TAKER,1.0,4.3121
SBT2585,2.8952,1.0958,1.146,356,0,0,510.0,0,SOCIAL,1.0,3.5024
SBW3023,3.0137,1.6773,1.469,356,0,0,257.0,0,RISK_TAKER,1.0,4.2697
SCB1280,2.2291,0.688,0.7552,356,0,0,454.0,0,AUTONOMOUS,1.0,2.3324
SCB2814,1.9401,1.0024,0.9982,356,0,0,312.0,0,COMPLIANT,1.0,2.057
SCC0067,2.0132,0.7479,0.8394,356,0,0,399.0,0,SOCIAL,1.0,2.2243
SCC1896,2.1828,0.8833,0.8633,356,0,0,433.0,0,SOCIAL,1.0,3.086
SCC2526,1.9298,0.8045,1.1856,356,0,0,258.0,0,AUTONOMOUS,1.0,2.6258
SCD2333,2.731,1.4281,1.4135,356,0,0,497.0,0,SOCIAL,1.0,3.3237
SCD3192,2.1844,1.1915,1.2118,356,0,0,349.0,0,COMPLIANT,1.0,3.4147
SCE1877,2.9782,1.1574,0.9549,356,0,0,371.0,0,AUTONOMOUS,1.0,4.664
SCF0330,2.1922,0.7572,0.7398,356,0,0,353.0,0,AUTONOMOUS,1.0,3.2939
SCG2695,1.8724,0.853,0.9145,356,0,0,389.0,0,AUTONOMOUS,1.0,2.4894
SCH1013,3.2292,1.2795,1.2191,356,0,0,451.0,0,COMPLIANT,1.0,4.2979
SCH3567,1.4779,0.894,0.8028,356,0,0,38.0,0,CAREFULL,1.0,1.8359
SCH3716,2.6743,1.2623,0.8966,356,0,0,59.0,0,RISK_TAKER,1.0,3.3175
SCH3858,2.6553,1.1461,0.9113,356,0,0,209.0,0,AUTONOMOUS,1.0,3.811
SCJ0179,3.7465,1.5552,1.0216,365,0,0,230.0,0,COMPLIANT,1.0,7.5484
SCJ2279,2.9216,1.252,1.8176,356,0,0,469.0,0,AUTONOMOUS,1.0,3.6235
SCL0022,2.3595,0.93,0.9347,356,0,0,137.0,0,AUTONOMOUS,1.0,3.2937
SCL2577,4.7847,1.5319,1.9389,358,0,0,244.0,0,AUTONOMOUS,1.0,8.6736
SCM0778,1.8154,0.8803,0.8021,356,0,0,472.0,0,CAREFULL,1.0,2.3422
SCM2538,1.7445,0.8987,1.0936,356,0,0,284.0,0,AUTONOMOUS,1.0,3.3375
SCM3407,4.7912,2.109,0.948,358,0,0,87.0,0,SOCIAL,1.0,6.5467
SCM3950,3.0293,2.0772,1.7123,356,0,0,60.0,0,AUTONOMOUS,1.0,3.5974
SCP1116,2.5118,1.0421,1.0125,356,0,0,496.0,0,RISK_TAKER,1.0,3.9222
SCP3664,2.2026,0.9858,1.0497,356,0,0,315.0,0,COMPLIANT,1.0,2.5593
SCR0898,1.3354,0.8894,0.8659,356,0,0,290.0,0,AUTONOMOUS,1.0,1.6205
SCR2455,4.9813,1.5049,2.7589,356,0,0,332.0,0,COMPLIANT,1.0,9.1835
SDB3500,3.6451,1.2071,1.0773,356,0,0,446.0,0,SOCIAL,1.0,3.9875
SDC2793,1.7831,0.9527,0.9977,356,0,0,54.0,0,AUTONOMOUS,1.0,2.1685
SDC3561,3.3836,1.5331,1.3791,218,0,0,186.0,0,SOCIAL,1.0,5.7698
SDE2662,2.5358,1.2153,0.9169,356,0,0,77.0,0,SOCIAL,1.0,3.1655
SDF3082,3.3234,1.2236,1.7068,356,0,0,203.0,0,AUTONOMOUS,1.0,4.5298
SDH1556,3.6204,1.2478,0.8256,420,0,0,414.0,0,COMPLIANT,1.0,5.8588
SDH2394,8.1017,4.6173,5.0068,490,163,11,58.0,0,COMPLIANT,1.0,11.0773
SDM2550,2.2144,0.8524,0.6225,356,0,0,96.0,0,CAREFULL,1.0,2.9059
SDM3560,1.7937,0.9632,0.7873,356,0,0,446.0,0,RISK_TAKER,1.0,2.4459
SDN2932,2.3108,1.1335,0.9752,356,0,0,507.0,0,SOCIAL,1.0,3.3258
SDR1227,1.9601,0.8037,0.8154,356,0,0,469.0,0,AUTONOMOUS,1.0,3.2645
SDW0370,3.3418,1.442,0.926,356,0,0,496.0,0,COMPLIANT,1.0,4.1709
SED0972,1.1684,0.9395,1.1442,356,0,0,340.0,0,RISK_TAKER,1.0,1.3078
SEM1862,3.1189,1.1095,1.9208,356,0,0,399.0,0,RISK_TAKER,1.0,4.3363
SEM1983,1.8468,0.9836,1.1148,123,0,0,18.0,0,AUTONOMOUS,1.0,2.5054
SEM2492,2.6706,0.9894,0.8558,356,0,0,28.0,0,SOCIAL,1.0,3.231
SEN0534,2.1306,1.0051,1.0374,356,0,0,378.0,0,AUTONOMOUS,1.0,2.3868
SER0621,4.2128,1.803,1.5131,502,0,0,183.0,0,AUTONOMOUS,1.0,6.5697
SER2158,1.3745,0.939,0.922,356,0,0,474.0,0,SOCIAL,1.0,1.3728
SES2670,2.0796,0.9751,0.7157,356,0,0,227.0,0,AUTONOMOUS,1.0,3.1481
SFC2336,5.051,2.3977,3.6853,245,0,0,204.0,0,COMPLIANT,1.0,5.8711
SFE0723,1.9572,1.0205,0.8631,356,0,0,249.0,0,SOCIAL,1.0,4.1249
SFL0092,3.1372,1.3695,1.3189,356,0,0,426.0,0,AUTONOMOUS,1.0,3.9952
SFM2226,2.5796,1.5123,1.3418,356,0,0,131.0,0,CAREFULL,1.0,3.2884
SGB1636,1.3515,0.7884,0.7518,356,0,0,175.0,0,AUTONOMOUS,1.0,1.5
SGC1001,2.0584,1.0886,0.7864,356,0,0,385.0,0,RISK_TAKER,1.0,2.5979
SGC2111,3.7678,1.4833,1.0975,356,0,0,458.0,0,COMPLIANT,1.0,4.8122
SGF2611,2.752,1.0731,0.7676,356,0,0,489.0,0,AUTONOMOUS,1.0,3.4356
SGK1941,1.8605,0.875,0.7402,356,0,0,140.0,0,AUTONOMOUS,1.0,2.6036
SGM2153,1.5511,0.8647,0.7933,301,0,0,220.0,0,COMPLIANT,1.0,2.041
SGP1124,1.8395,0.9234,1.0814,356,0,0,493.0,0,SOCIAL,1.0,2.8178
SGP2174,1.5087,1.0194,1.1667,356,0,0,501.0,0,COMPLIANT,1.0,1.501
SGR0658,1.6537,0.8809,0.826,356,0,0,264.0,0,AUTONOMOUS,1.0,1.6637
SGR1164,2.4327,1.1307,1.2601,356,0,0,504.0,0,CAREFULL,1.0,3.2815
SGV2780,1.8808,1.0152,0.9833,356,0,0,504.0,0,COMPLIANT,1.0,1.7624
SGW0112,2.8513,1.0748,0.8644,356,0,0,62.0,0,RISK_TAKER,1.0,5.5771
SGW0443,3.6171,1.6149,1.3442,356,0,0,228.0,0,RISK_TAKER,1.0,4.6191
SHB2106,2.9265,1.0787,0.8918,356,0,0,153.0,0,RISK_TAKER,1.0,4.7109
SHB3512,3.8251,1.388,0.7755,424,0,0,386.0,0,RISK_TAKER,1.0,6.0382
SHC1585,2.6481,1.058,1.3639,356,0,0,342.0,0,AUTONOMOUS,1.0,2.9008
SHG1281,1.5069,0.6839,0.6364,356,0,0,406.0,0,SOCIAL,1.0,1.6557
SHH0970,1.6826,0.9356,0.9004,356,0,0,165.0,0,RISK_TAKER,1.0,2.0359
SHM2429,4.4609,2.6023,2.7663,356,0,0,159.0,0,RISK_TAKER,1.0,6.4468
SHN0104,1.5201,0.817,0.9521,55,0,0,56.0,0,COMPLIANT,1.0,1.7227
SHP1418,4.3644,1.8497,2.0673,360,0,0,234.0,0,COMPLIANT,1.0,6.9691
SHP1713,2.6547,1.4296,1.1358,356,0,0,465.0,0,AUTONOMOUS,1.0,3.6388
SHS3176,2.7244,1.1733,0.9628,356,0,0,438.0,0,SOCIAL,1.0,3.6187
SHT3548,1.5366,0.8181,0.6753,356,0,0,243.0,0,SOCIAL,1.0,2.0214
SHW3011,1.3583,1.0709,1.0329,356,0,0,256.0,0,CAREFULL,1.0,1.5038
SIM3373,2.5173,1.189,1.0208,356,0,0,84.0,0,AUTONOMOUS,1.0,3.5298
SIP2293,1.9148,0.9271,0.8598,356,0,0,434.0,0,AUTONOMOUS,1.0,2.3529
SIP2907,1.608,0.9076,0.871,356,0,0,307.0,0,COMPLIANT,1.0,1.9756
SIR3201,4.4019,1.5177,1.2407,356,0,0,313.0,0,SOCIAL,1.0,4.4383
SIS3576,5.8545,3.8428,4.1565,398,5,0,155.0,0,COMPLIANT,1.0,9.9901
SIW2528,2.6109,1.1145,0.9923,356,0,0,510.0,0,AUTONOMOUS,1.0,3.5882
SJB0086,1.7882,0.8511,0.8441,356,0,0,460.0,0,AUTONOMOUS,1.0,3.3246
SJB2984,1.1643,0.846,0.8226,356,0,0,136.0,0,AUTONOMOUS,1.0,1.4105
SJC3900,3.662,1.2018,1.1074,356,0,0,68.0,0,AUTONOMOUS,1.0,4.4453
SJD3032,2.8832,1.4172,1.0521,356,0,0,129.0,0,AUTONOMOUS,1.0,3.8751
SJF3798,5.1406,1.8441,1.882,379,0,0,212.0,0,AUTONOMOUS,1.0,7.1965
SJG1194,2.0471,0.7417,0.6227,356,0,0,391.0,0,AUTONOMOUS,1.0,2.1687
SJG1510,1.9134,0.921,0.8553,356,0,0,24.0,0,COMPLIANT,1.0,3.328
SJH0945,1.6543,1.0331,0.9934,356,0,0,201.0,0,SOCIAL,1.0,1.968
SJL3355,3.3135,1.4722,1.6054,356,0,0,137.0,0,RISK_TAKER,1.0,3.9425
SJM3805,5.0599,3.246,2.6123,356,0,0,284.0,0,SOCIAL,1.0,6.6368
SJN1601,3.2037,1.1896,0.9631,356,0,0,220.0,0,AUTONOMOUS,1.0,4.8823
SJR0452,3.0642,1.3163,1.548,356,0,0,80.0,0,SOCIAL,1.0,4.3981
SJS0323,1.5635,0.8791,0.7161,167,0,0,32.0,0,RISK_TAKER,1.0,2.0332
SJS1014,4.2824,1.4902,2.8937,356,0,0,33.0,0,AUTONOMOUS,1.0,5.5925
SJS1415,1.99,0.8435,0.7304,356,0,0,426.0,0,SOCIAL,1.0,2.4504
